,Political Affiliation,tweet,Politician,Word Count,negative,neutral,positive,polarity
550,Republican,"As Florida’s Jewish communities hold events today in anticipation of Yom HaShoah (Holocaust Remembrance Day) on May 2, we remember Lori Kaye who was killed in yesterday’s synagogue attack in CA and pray for the recovery of those injured. We must never stop fighting anti-Semitism.",Marco Rubio,45,0.184,0.679,0.137,-0.681
551,Republican,"What kind of person would even submit a cartoon like this for approval? An anti-Semite.

Deleting the anti-Semitic cartoon doesn’t delete the anti-Semitism inside the organization that led to its publication. https://t.co/81mZStoC9g",Marco Rubio,32,0.0,0.838,0.162,0.6808
552,Republican,"The stone the builders rejected
has become the cornerstone. By the LORD has this been done;
it is wonderful in our eyes. This is the day the LORD has made;let us rejoice in it and be glad.

Psalms 118: 22-24",Marco Rubio,40,0.067,0.736,0.196,0.743
553,Republican,The cowardly shooting at Chabad of Poway is a tragic reminder that Antisemitism is an ancient poison that is still with us.,Marco Rubio,22,0.336,0.664,0.0,-0.8442
554,Republican,"This tweet is almost one year old. I believed then this section of Senate Intel report was really important. It still important now &amp; not just for #Florida. 

#Sayfie https://t.co/o5T3vdY4cU",Marco Rubio,30,0.0,0.866,0.134,0.4915
555,Republican,"This is not entirely new information. 

Last May a public Senate Intel report revealed that:

“In a small number of states,these cyber actors were in a position to,at a minimum,alter or delete voter registration data” 

Read it here:

https://t.co/a52MRYkRJk

#Sayfie https://t.co/Xis0RJ3x4s",Marco Rubio,41,0.0,0.965,0.035,0.0772
556,Republican,".@MiamiDolphins got a first round talent at QB on a very cap friendly 3 year deal with an additional option year.

If it works out great, but if it doesn’t with 14 picks in next years #NFLDRAFT2020 they will have plenty of assets to move up &amp; get a QB. 

Really nice work.",Marco Rubio,53,0.0,0.774,0.226,0.8974
557,Republican,Half an hour later the answer is yes. https://t.co/UEB8XPDYo5,Marco Rubio,9,0.0,0.748,0.252,0.4019
558,Republican,".@MiamiDolphins didn’t think #JoshRosen was worth the 48th pick in #NFLDraft19. But do they think he is worth the 62nd? Especially now that they got a second 2 next year? 

And may move back again in the 2nd until they get to the pick # that approximates their valuation of #Rosen",Marco Rubio,51,0.0,0.917,0.083,0.4871
559,Republican,5 picks in the first 100 plus some back end stuff will give them ability to make a move up to grab a QB next year if they need to. https://t.co/C8QM6IGxcm,Marco Rubio,31,0.0,0.922,0.078,0.3182
560,Republican,".@MiamiDolphins storing up some ammo for 2020 draft that would allow them to move up if needed for a QB they love. 

As of now will have extra picks in rounds 2,4,6 &amp; 7 in the #NFLDRAFT2020. https://t.co/9XJFuvMtFV",Marco Rubio,38,0.0,0.848,0.152,0.7269
561,Republican,"The bad is:
- does some bonehead stuff &amp; turned it over too much. And in NFL those NFL windows are even smaller &amp; defenders sneakier
- seems kind of lean,worry about durability 
- Not immobile not going to extend plays with legs

 And I don’t know anything about his head. 

6/6",Marco Rubio,52,0.096,0.841,0.063,-0.4055
562,Republican,"Can physically make all the downfield throws.

Can put ball into tight windows &amp; showed some back shoulder game outside. He was especially good on crossers &amp; deep posts. 

Also saw him understand leverage on safety &amp; deliver ball to a very good spot at 25-45yds.

5/6",Marco Rubio,47,0.0,0.824,0.176,0.8476
563,Republican,"Third,he does have legit talent.
- He was best intermediate passer of 2018 group. And this 10-19 yard range is place NFL qbs make their living. 

As you pointed out he is especially good with his anticipation inside between hashes 

4/6",Marco Rubio,41,0.0,0.756,0.244,0.8908
564,Republican,"Second, Arizona already paid him the bulk of his contract last year with a $11 million bonus. His annual cap hit for next 3 years very friendly. And comes with a 5th year team option. 

3/6",Marco Rubio,36,0.0,0.816,0.184,0.7902
565,Republican,"First, he is a QB &amp; today’s NFL designed for &amp; around the QB. 

The value of every other position is set relative to the ability to protect him,pressure him or catch or defend his throws

Pointless to hope for a ring without one. So keep picking one until you get one.  

2/6",Marco Rubio,53,0.0,0.822,0.178,0.8481
566,Republican,"So many good players at 48 this year I hate seeing Fins give it up for #JoshRosen. BUT can make an argument that giving up a 2 is a good deal. It becomes even better if Arizona kicks you back a 6. 

1/6 https://t.co/tfXGgUS8Ax",Marco Rubio,44,0.108,0.636,0.256,0.8274
567,Republican,The #Citgo6 remain arbitrarily detained by the #MaduroCrimeFamily. The regime and the complicit corrupt officials in the Venezuelan judicial system are holding American citizens hostages and must be held accountable.,Marco Rubio,30,0.085,0.915,0.0,-0.4019
568,Republican,"#FamiliaCriminalDeMaduro continúa atacando miembros de la democráticamente electa @AsambleaVE. 

@gilbercaro fue arbitrariamente detenido por el régimen hoy violando su inmunidad parlamentaria. Maduro y sus secuaces son responsables del bienestar de Caro.

https://t.co/EJ35ohaYzk",Marco Rubio,32,0.0,1.0,0.0,0.0
569,Republican,"#MaduroCrimeFamily continues to target members of democratically-elected @AsambleaVE in #Venezuela

@gilbercaro arbitrarily detained by #MaduroRegime today violating his parliamentary immunity. Maduro &amp; his thugs are responsible for Caro’s well-being. 

https://t.co/EJ35ohaYzk",Marco Rubio,30,0.175,0.761,0.065,-0.5994
570,Republican,"“Whether it is right in the sight of God for us to obey you rather than God, you be the judges. It is impossible for us not to speak about what we have seen and heard.”

Acts 4:19-20",Marco Rubio,38,0.0,0.896,0.104,0.4939
571,Republican,"Great respect for #Malta.

Last week they denied #Russia use of airspace by military aircraft flying from #Syria to help #MaduroRegime. This week they denied request to dock warship bound for #Venezuela with riot gear &amp; tear gas.",Marco Rubio,38,0.213,0.596,0.19,-0.0516
572,Republican,"Their was (is) a reason why for over a year now,in interviews, speeches &amp; posts on Twitter,I have repeatedly voiced concerns about overconfidence of some #Florida elections officials. 

That includes the tweet below from almost one year ago. 

https://t.co/ua6igcJSLa

#Sayfie https://t.co/NDxlRS9PYb",Marco Rubio,41,0.0,1.0,0.0,0.0
573,Republican,"On this #NFLDraft2019 a reminder that even after hundreds of hours of film study,interviews,background checks,combines &amp; private workouts, evaluating what kind of professional a 20/21 year old will become is basically a high stakes educated guess. https://t.co/UZJt3ULElw",Marco Rubio,37,0.0,1.0,0.0,0.0
574,Republican,"#MaduroRegime &amp; #Turkey have created a trading scheme that enriches a #MaduroCrimeFamily crony. 

Now investigators from at least 3 countries are looking into this criminal scheme built on gold stolen from #Venezuela &amp; food trade with #Erdogan
 https://t.co/pVq2tS7EAJ",Marco Rubio,38,0.175,0.777,0.049,-0.7351
575,Republican,"Lawsuit seeks millions Of $ seized from #madurocrimefamily 

This is why we need to pass our bipartisan bill that creates a fund to manage these assets &amp; returns them to a Democratic government in #Venezuela

https://t.co/KqsEp6ZLjT | Miami Herald https://t.co/e5acPIugi0",Marco Rubio,40,0.049,0.853,0.098,0.2263
576,Republican,"New study finds that #BocaRaton #Florida is the best city in the nation to open a small business 

#Sayfie 

https://t.co/uxtYkUg5O1",Marco Rubio,20,0.0,0.811,0.189,0.6369
577,Republican,"No surprise! 

#Naples earns top spot in Gallup national well-being survey 

https://t.co/menbpO6xy4 via @ndn

#Sayfie",Marco Rubio,15,0.12,0.652,0.228,0.2481
578,Republican,"U.S. authorities have charged an American engineer &amp; a Chinese businessman with economic espionage &amp; conspiring to steal sophisticated turbine designs to benefit the government of #China.

The hits just keep on coming. 

https://t.co/x9gIip5Erk",Marco Rubio,34,0.123,0.714,0.163,0.3818
579,Republican,"#Putin would be very happy if Dems try to impeach @realDonaldTrump. That would be far more divisive than his interference in 2016.

The next election is only 18 months away. 

We should spend our time in DC solving problems not creating new ones.

https://t.co/xgFkxmGZOG",Marco Rubio,44,0.09,0.785,0.125,0.4224
580,Republican,".@USUN an important post

Any nominee should be vetted &amp; answer hard but fair questions

I know @USAmbCanada Kelly Craft. I am confident she is ready to answer those questions &amp; would do a great job as our representative at the United Nations

https://t.co/oa2pSNFDuo",Marco Rubio,44,0.021,0.602,0.376,0.9684
581,Republican,"“Oh,how foolish you are! How slow of heart to believe all that the prophets spoke! Was it not necessary that the Messiah should suffer these things and enter into his glory?”

Luke 24:25-26",Marco Rubio,33,0.166,0.834,0.0,-0.7339
582,Republican,"NW #Florida needs more federal help after Cat 5 #HurricaneMichael

https://t.co/3H8eQPaMug

#Sayfie",Marco Rubio,12,0.0,0.771,0.229,0.4549
583,Republican,"Today Ambassador of legitimate govt of #Venezuela took part in meeting of @OAS_official. 

@jguaido has patiently worked through multinational organisms. But Caracas,Moscow,Tehran &amp; Havana only care about multinational organizations as forums to attack the U.S. &amp; Israel https://t.co/DwPbfhHIDU",Marco Rubio,38,0.073,0.851,0.076,0.0258
584,Republican,".⁦@POTUS⁩ is right to utilize every diplomatic &amp; economic tool at his disposal to help the people of #Venezuela return to constitutional order &amp; democracy. 

But this isn’t just about democracy,it’s about a growing threat to our national security. https://t.co/YDsrh8AmXw",Marco Rubio,40,0.075,0.774,0.15,0.34
585,Republican,"Today I asked ⁦@POTUS⁩ to approve an increased federal cost share of #HurricaneMichael recovery in #Florida after storm reclassified as Category 5 hurricane last week.

#Sayfie  https://t.co/uLCJU1e94y",Marco Rubio,27,0.0,0.842,0.158,0.5106
586,Republican,"Always great to visit SW #Florida Military Museum &amp; Library in Cape Coral. 

Stopped by to talk to our vets during the weekly Tuesday lunch &amp; update them on our work regarding the V.A., military readiness &amp; my recent trip to E. Africa.

#Sayfie https://t.co/gJS6tukTBU",Marco Rubio,45,0.038,0.84,0.122,0.6369
587,Republican,"Just when it seemed the limits of the far left had finally been reached the Democratic front runner for President announced his support for allowing convicted prison inmates to vote. 

Now wait for the candidate stampede to join or even out do him. 

 https://t.co/mhWLRjtA6p",Marco Rubio,44,0.119,0.759,0.123,-0.2023
588,Republican,"Two tenured scientists at MD Anderson have resigned &amp; hospital wants to fire a third after it uncovers effort by #China to steal federally funded research. 

https://t.co/IREMlTVjTZ via @NYTimes",Marco Rubio,29,0.233,0.767,0.0,-0.765
589,Republican,"Chinese society is increasingly outward looking with over 100 million traveling abroad every year. 

This is in direct conflict with Xi effort to have #China Communist Party define morality, control culture &amp; block outside forces &amp; ideas.  https://t.co/vZInNcKbfy",Marco Rubio,38,0.121,0.816,0.063,-0.3612
590,Republican,"Companies like #Huawei &amp; #ZTE are not like other telecomm firms. #China govt provides them with unparalleled market support &amp; retains ability to exert direct control over them. By law they operate as de facto agents of Chinese Communist Party. 

 https://t.co/H8rPU1CE7U",Marco Rubio,41,0.0,0.739,0.261,0.8934
591,Republican,This past weekend local aid groups supported by @jguaido &amp; @AsambleaVE provided hot meals &amp; school lunches to over suffering people in #Venezuela. Incredible work under very difficult circumstances.,Marco Rubio,29,0.172,0.76,0.067,-0.5563
592,Republican,".@BTW_SHS isn’t just a football powerhouse, it’s a engineering powerhouse too. https://t.co/TCVzUH7ie6",Marco Rubio,12,0.0,1.0,0.0,0.0
593,Republican,".@SBAgov to conduct federal contracting workshops in San Juan #PuertoRico over the next few months.  

https://t.co/nF0hiEx0c7",Marco Rubio,16,0.0,1.0,0.0,0.0
594,Republican,"I have experienced firsthand the challenges this jetty can present to boaters. At high tide jetty difficult to see,especially at night. After latest fatal crash I hope Coast Guard &amp; Army Corp will reconsider my request back in 2016 for more safety markers

https://t.co/Oue7dHmklx",Marco Rubio,44,0.167,0.692,0.14,-0.3415
595,Republican,"I keep the LORD always before me; with him at my right hand,I shall never be shaken.

Therefore my heart is glad,my soul rejoices;my body also dwells secure,

For you will not abandon my soul to Sheol, nor let your devout one see the pit.

Psalms 16:8-10",Marco Rubio,47,0.022,0.855,0.123,0.6031
596,Republican,".@bpolitics neglects to mention that @JosefinaVidalF the supposed  “Cuban negotiator”who attacks @POTUS &amp; @AmbJohnBolton in this article was forced to leave the U.S. in 2003 when her husband was expelled from U.S. for espionage.

https://t.co/ZFRQi8oFsf",Marco Rubio,35,0.291,0.709,0.0,-0.8834
597,Republican,"Your sons &amp; daughters will prophesy, your old men will dream dreams, your young men will see visions. Even upon your male &amp; female servants I will pour out my spirit. I will set signs in the heavens &amp; on the earth... Before the day of the LORD arrives...

Joel 3: 1-4",Marco Rubio,52,0.0,0.804,0.196,0.8402
598,Republican,Over 200 deaths in #SriLankaTerrorAttacks including at least 3 Americans.  A cowardly &amp; despicable terror attack with 6 to 8 simultaneous explosions including at 3 Catholic churches &amp; 3 hotels in downtown Colombo frequented by foreigners.,Marco Rubio,36,0.252,0.748,0.0,-0.8442
599,Republican,If we don’t take action Putin will interfere in our elections again. It’s time to pass our bipartisan #DeterAct which would impose a crippling response if/when our democracy is attacked in the future.  https://t.co/pFHB4vEg6e,Marco Rubio,34,0.144,0.856,0.0,-0.6369
600,Republican,"Horrifying coordinated terror attack underway on this Easter Sunday in #SriLanka. So far over 100 dead after terrorists bomb hotels &amp; churches. 

Please pray for those who have lost their lives or been injured &amp; for officials working to end this &amp; respond to the injured.",Marco Rubio,46,0.427,0.507,0.067,-0.9774
601,Republican,"“Why do you seek the living one among the dead? He is not here, but he has been raised.Remember what he said to you while he was still in Galilee,that the Son of Man must be handed over to sinners and be crucified, and rise on the third day.”

Luke 24:5-7",Marco Rubio,51,0.05,0.95,0.0,-0.3919
602,Republican,"We must protect #Florida’s coast, which is why I introduced legislation &amp; have urged the @Interior Department to exclude Florida’s coast from any offshore drilling. 2/2 #sayfie #flapol
https://t.co/XNGe7jfQZ1",Marco Rubio,29,0.062,0.852,0.085,0.1779
603,Republican,"On the 9 year anniversary of the #deepwaterhorizon disaster, we remember the 11 lives lost &amp; environmental challenges that ensued. 1/2
#Sayfie",Marco Rubio,22,0.249,0.7,0.051,-0.7269
604,Republican,"Given @Volkswagen’s origins in 1930s Germany, appalling its CEO claims NO AWARENESS of PRC’s systemic &amp; egregious human rights abuses in Xinjiang!  VW operates in province where Chinese govt holds some 1 million Uighurs &amp; other minorities in concentration camps for “re-education” https://t.co/mJRo1uGSIo",Marco Rubio,43,0.193,0.807,0.0,-0.8528
605,Republican,"On May 1st @jguaido will lead what could potentially be the defining moment in the struggle against #MaduroRegime in #Venezuela. 

Leaders of #FANB must defend constitution by protecting marchers from attacks by #Maduro violent armed ‘colectivo’ gangs.

https://t.co/V9X0MD5LYr",Marco Rubio,38,0.206,0.794,0.0,-0.8442
606,Republican,"Just returned from oversight visit to U.S. counterterrorism programs in Kenya,Somalia &amp; Djibouti. 

Very grateful to our brave military &amp; Intelligence officials who are working with our partners in E. Africa to defeat Al-Shabaab &amp; ISIS in Somalia &amp; AQAP in Yemen. https://t.co/6eDYN9Il97",Marco Rubio,43,0.058,0.753,0.189,0.7778
607,Republican,"I give you thanks, O LORD;though you have been angry with me,
your anger has abated, and you have consoled me. God indeed is my salvation; I am confident and unafraid. For the LORD is my strength and my might,and he has been my salvation.

Isaiah 12:1-2",Marco Rubio,47,0.124,0.674,0.202,0.5267
608,Republican,"2 clear takeaways from #MuellerReport 

Putin worked to divide us &amp; influence 16 election &amp; Trump campaign wasn’t working with him on it

We should ALL be alarmed at how effective Putin was &amp; we should ALL be relieved,not disappointed,that President didn’t collaborate with him",Marco Rubio,45,0.049,0.835,0.116,0.5106
609,Republican,".@NWSNHC post-storm analysis determined #HurricaneMichael intensity at landfall was 160 mph making it the first category 5 hurricane to make landfall in U.S. since #HurricaneAndrew in 1992 &amp; only the fourth ever on record. 

Congress must approve disaster relief ASAP.

#Sayfie",Marco Rubio,41,0.088,0.794,0.118,0.1027
610,Republican,.@NOAA officially upgraded #HurricaneMichael to a category 5 storm. I will continue fighting for disaster relief funds for Florida communities devastated by this storm. Each day Congress fails to act comes at the expense of people recovering. The time for political games is over.,Marco Rubio,44,0.255,0.686,0.059,-0.8834
611,Republican,".@jguaido is on @TIME's list of the 100 most influential people of 2019
#Venezuela #TIME100 
https://t.co/q171k2oW2K",Marco Rubio,16,0.0,0.824,0.176,0.4927
612,Republican,"#Yemen is about much more than just #SaudiArabia

It’s also about the Iran/Houthi alliance with ability to attack intl shipping &amp; US military in region &amp; about the ungoverned spaces that allow Al Qaeda &amp; ISIS to operate &amp; to plot attacks on the homeland

https://t.co/sI4RmX2mqK",Marco Rubio,46,0.115,0.805,0.08,-0.4215
613,Republican,"See,my servant shall prosper,he shall be raised high &amp; greatly exalted. Even as many were amazed at him so marred were his features,beyond that of mortals his appearance,beyond that of human beings. So shall he startle many nations,kings shall stand speechless

Isaiah 52:13-15",Marco Rubio,43,0.055,0.877,0.068,0.1621
614,Republican,.@AmbJohnBolton today announced sanctions on #MaduroRegime’s Central Bank. https://t.co/UMH08eApki,Marco Rubio,9,0.0,1.0,0.0,0.0
615,Republican,"#MaduroRegime for years denied #Venezuela had a humanitarian crisis.

Now they have been forced to accept aid.

Humanitarian crisis is usually the result of a war or a natural disaster. This one was caused by govt policies &amp; corruption.  

https://t.co/aGNpQsqGdx",Marco Rubio,40,0.393,0.516,0.091,-0.9584
616,Republican,"By allowing US citizens to sue #CastroRegime for property stolen from them in #Cuba @realDonaldTrump is ending almost 6 decades of injustice

It also punishes regime for its criminal support of #MaduroRegime &amp; honors veterans of #Brigade2506 on this 58th anniversary of #BayofPigs",Marco Rubio,43,0.238,0.653,0.109,-0.7984
617,Republican,"I will make you a light to the nations,
that my salvation may reach to the ends of the earth.

Isaiah 49:6",Marco Rubio,22,0.0,0.945,0.055,0.0258
618,Republican,"Allowing U.S. citizens to sue regime for confiscated property in #Cuba is the right thing to do. 

https://t.co/2ztM32ToD5",Marco Rubio,18,0.0,1.0,0.0,0.0
619,Republican,"Yesterday’s #NotreDameCathedralFire did not destroy Notre-Dame de Paris thanks to Gods’ protection &amp; the heroic work of French firefighters. 

The damage is heartbreaking to see, but Our Lady of Paris has stood for over 850 years and,in time, will reach to the heavens again.",Marco Rubio,44,0.079,0.712,0.209,0.698
620,Republican,"Arrival of aid to #Venezuela is the result of the courageous pressure campaign mounted by @jguaido &amp; @AsambleaVE. 

For years &amp; up until a few days ago #MaduroRegime flat out denied their was a humanitarian crisis in #Venezuela https://t.co/5Am3qET6ep",Marco Rubio,39,0.202,0.724,0.075,-0.7003
621,Republican,"Problem isn’t people of #China its Xi govt economic cheating &amp; stealing &amp; human rights abuses

World would be better if its 2 most powerful nations valued liberty &amp; individual rights,cooperated on big challenges &amp; competed economically on fair terms 

https://t.co/NHGsMoBPgK",Marco Rubio,41,0.228,0.502,0.27,0.1423
622,Republican,"Though I thought I had toiled in vain,
for nothing and for naught spent my strength, Yet my right is with the LORD, my recompense is with my God.

Isaiah 49:4",Marco Rubio,31,0.082,0.762,0.155,0.3612
623,Republican,"Great turnout again yesterday for @jguaido. Despite lack of electricity, food &amp; water &amp; attacks from violent  gangs the resistance to #MaduroRegime is not losing steam in #Venezuela https://t.co/wDkRwOnwr7",Marco Rubio,29,0.174,0.615,0.211,0.1144
624,Republican,"I,the LORD,have called you for justice,I have grasped you by the hand;I formed you,&amp; set you
as a covenant for the people,a light for the nations,To open the eyes of the blind,to bring out prisoners from confinement,&amp; from the dungeon,those who live in darkness. 

Isaiah 42:6-7",Marco Rubio,46,0.11,0.89,0.0,-0.6486
625,Republican,"Blessed is he who comes in the name of the LORD. We bless you from the house of the LORD. The LORD is God and has enlightened us. Join in procession with leafy branches up to the horns of the altar.

Psalms 118:26-27

#PalmSunday2019",Marco Rubio,44,0.0,0.733,0.267,0.9217
626,Republican,"Cast away from you all the crimes you have committed, and make for yourselves a new heart and a new spirit. Why should you die, house of Israel? For I find no pleasure in the death of anyone who dies. 
Turn back and live!

Ezekiel 18:31-32",Marco Rubio,46,0.188,0.675,0.137,-0.5848
627,Republican,"Hugo Carvajal former military intelligence director of #Venezuela is safe &amp; in custody in #Spain. 

He will soon be coming to the U.S. to provide important information about #MaduroRegime. 

Bad day for the #MaduroCrimeFamily",Marco Rubio,34,0.085,0.726,0.189,0.5106
628,Republican,"Those who sincerely wants to see #ImmigrationReform know that before we can deal with: 
- DACA,
- those here unlawfully for a long time 
- #TPS; &amp;
- immigration modernization 

we must FIRST solve current crisis on our southern border. 

 https://t.co/vljujAIzLz",Marco Rubio,41,0.098,0.786,0.117,-0.0516
629,Republican,Blue Angels gear up for new era in F/A-18 Super Hornet https://t.co/ue6MzdSBWi via @,Marco Rubio,14,0.0,0.755,0.245,0.5994
630,Republican,"#Taliban negotiating posture is tied directly to the battlefield. The more success they have in the battlefield the less willing they are to agree to concessions in negotiations. 

Right now they believe they have the upper hand.

https://t.co/gmMPweioFT",Marco Rubio,38,0.109,0.689,0.202,0.6697
631,Republican,"While D.C. bickers over disaster relief  #Florida #Panhandle is still trying to recover. 

Their is no disagreement over providing funds to #FloridaPanhandle but it is held up as leverage on negotiations over unrelated matters. 

https://t.co/YBUXZFhGvD

#Sayfie",Marco Rubio,36,0.147,0.773,0.08,-0.4019
632,Republican,"But the LORD is with me, like a mighty champion:my persecutors will stumble,they will not prevail.

Jeremiah 20:11",Marco Rubio,18,0.0,0.865,0.135,0.3612
633,Republican,"3/3: #Maduro &amp; his cronies aren’t politicians motivated by the national interests of a country, they are gangsters motivated by a desire to keep their illegal sources of income

We must consider every option available to us to bring to an end their lucrative criminal activities",Marco Rubio,46,0.126,0.682,0.192,0.4019
634,Republican,"2/3:The crisis in #Venezuela isn’t an attempt to bring about “regime change” or interfere in the internal affairs of another country.

It’s about the serious threats to our national security posed by drug trafficking,#Russia’s military presence &amp; growing links to #Iran.",Marco Rubio,41,0.17,0.745,0.085,-0.6249
635,Republican,"1/3: The #MaduroRegime should not be treated as the legitimate government of a sovereign state. 

It is a transnational criminal group that surrendered #Venezuela’s sovereignty to #Cuba &amp; turned the country into a narco state by forfeiting territory to #ELN narco-terrorists",Marco Rubio,41,0.084,0.916,0.0,-0.5267
636,Republican,"Ideal outcome in #Venezuela is peaceful restoration of democracy &amp; constitutional order

But the U.S. can’t ignore the growing presence of #Russia military,the daily flights from #Iran &amp; the violent ‘colectivo’ gangs the #FANB refuses to confront

https://t.co/aCeTaAvDqN",Marco Rubio,38,0.167,0.661,0.171,0.0516
637,Republican,"Congress must stop playing politics with disaster funding. This obstructionism is hurting real people in #Florida &amp; other parts of the country. 
https://t.co/IcLtgUbAHP

#Sayfie",Marco Rubio,24,0.292,0.649,0.058,-0.802
638,Republican,"The horse is equipped for the day of battle,but victory is the LORD’s.

Proverbs 21:31",Marco Rubio,15,0.0,1.0,0.0,0.0
639,Republican,"Earlier today @SecPompeo told me “the Maduro regime presents a threat to the United States of America.” 

See full discussion here: https://t.co/WlqhEUrgvH via @YouTube",Marco Rubio,24,0.125,0.772,0.103,-0.1531
640,Republican,"Legally @Interior can’t rule out #Florida offshore oil drilling until it has taken public comment on the matter.

But I have spoken to Mr. Bernhardt &amp; to @WhiteHouse on this.

I am VERY confident that when all is said &amp; done no oil drilling is coming to our coastline

#Sayfie",Marco Rubio,50,0.042,0.831,0.127,0.5463
641,Republican,"At 11:05 AM Eastern Time I will have questions for @SecPompeo at our Senate Foreign Relations Hearing.

Watch Live: https://t.co/2b6QPzsVHo",Marco Rubio,20,0.0,1.0,0.0,0.0
642,Republican,"Every day should be #GatorDay 

#Sayfie https://t.co/kg01qrqOCW",Marco Rubio,7,0.0,1.0,0.0,0.0
643,Republican,"Our #PaidFamilyLeave bill was analyzed by the Social Security Administration &amp; they confirmed our proposal would not harm the finances of Social Security.

 https://t.co/XyVne52kus",Marco Rubio,24,0.0,0.733,0.267,0.7684
644,Republican,"Give thanks to the Lord, who is good, whose mercy endures forever.

Daniel 3:89",Marco Rubio,14,0.0,0.57,0.43,0.8074
645,Republican,"We need to modernize legal immigration system &amp; craft a reasonable &amp; responsible solution regarding those who have been here unlawfully for a long time but aren’t dangerous criminals

But will not be able to pass that sort of reform until we first address current border crisis",Marco Rubio,47,0.254,0.668,0.078,-0.936
646,Republican,"Disaster relief at impasse with 2 week Easter recess ahead

Meanwhile #Florida Panhandle hurting &amp; food assistance in #PuertoRico out of money

We will need to do another aid bill soon.  Lets pass what we agree on now &amp; keep working on rest for next bill 

https://t.co/LmXhQjOZOu",Marco Rubio,47,0.125,0.772,0.103,-0.296
647,Republican,The biggest threat to public safety in #Venezuela today comes from the armed criminal ‘colectivo’ gangs that #Maduro has openly called on to use violence against those who oppose him. Will the #FANB confront &amp; stop them? https://t.co/h8yZTWtXYy,Marco Rubio,38,0.298,0.645,0.056,-0.9001
648,Republican,"Today @OAS_official voted to officially recognize &amp; seat the Ambassador sent by Interim President @jguaido &amp; the democratically elected &amp; constitutionally empowered @AsambleaVE. 

This action by a regional multi-national organization will have major implications in days to come.",Marco Rubio,38,0.0,1.0,0.0,0.0
649,Republican,"#Huawei continues hiring American lobbying firms to do their bidding. 

Anyone lobbying for Huawei isn’t representing just a company. Their real client is the communist party of #China &amp; a govt that represses its people &amp; seeks to supplant the U.S. 

https://t.co/jQ0vTWaXmw",Marco Rubio,42,0.112,0.826,0.062,-0.0516
650,Republican,"3/3:
5. Decision Trump made is legally correct. It would be fiction to find that Cuban baseball is not a govt entity. 

6. Easy solution to the problem of smuggling of Cuban baseball players is for Cuba to allow these men to travel freely to U.S. to play without charging a fee",Marco Rubio,52,0.094,0.682,0.224,0.7184
651,Republican,"2/3:

3. Unlike Japan et al the fee isn’t to a private team the player is under contract with,it’s to Cuban Baseball Federation which is controlled by government

4. The VP of Cuban baseball (and de facto head) is Fidel Castro son who was key figure who negotiated this deal",Marco Rubio,50,0.0,1.0,0.0,0.0
652,Republican,"1/3: Some misinformation on Cuban Baseball-@MLB deal @realdonaldtrump wiped out. 

Here are facts:

1. Only reason players are currently “smuggled” into U.S. is because #Cuba won’t allow them to leave. 

2. Now Cuba wants MLB to pay them a per player fee to allow player to leave",Marco Rubio,47,0.122,0.802,0.076,-0.0772
653,Republican,"Logical thing to do is pass disaster relief bill that contains aid we agree on &amp; continue working to reach agreement on things we don’t agree on yet

Instead they block all of it

Not agreeing on everything doesn’t mean we don’t do anything

 https://t.co/gNqABpX0HP",Marco Rubio,45,0.155,0.633,0.212,0.3322
654,Republican,"Goldman says ‘a world without buybacks’ would be ominous

What about world without buybacks having preferential tax treatment?

If taxing buybacks same as dividends would end them wouldn’t that prove it’s appeal is primarily as a tax avoidance mechanism?

https://t.co/36VjAPgSLV",Marco Rubio,40,0.129,0.871,0.0,-0.6662
655,Republican,"The narrative of most media coverage of @MLB deal with #Cuba is nonsense

The reason Cuban baseball players have to escape &amp; seek asylum to play in America is not U.S. law or policy 

The reason is the Cuban govt won’t let them leave to play here

https://t.co/SODBYSvv6F",Marco Rubio,48,0.073,0.805,0.122,0.3818
656,Republican,"“The LORD looked down from the holy heights, viewed the earth from heaven,To attend to the groaning of the prisoners,to release those doomed to die.”

Psalms 102: 20-21",Marco Rubio,28,0.135,0.865,0.0,-0.6369
657,Republican,"First step in getting @FEMA extension for #Florida Panhandle is for the State to file an appeal. They have &amp; its now before the FEMA in DC. 

We are working with State &amp; FEMA to get this done. 

We can’t forget or leave behind the victims of #HurricaneMichael 

#Sayfie https://t.co/Ectu0QhhG9",Marco Rubio,50,0.103,0.897,0.0,-0.5267
658,Republican,"#Iran has resumed a daily flight to #Venezuela. 

Unless Iran has suddenly become a major source of international tourists this is yet another reason why the #MaduroRegime is a national security threat to the U.S. https://t.co/OPH5BWj2KI",Marco Rubio,36,0.092,0.842,0.065,-0.25
659,Republican,"Because #Cuba regime doesn’t allow them to travel freely the only way Cuban baseball players can make it to @MLB is to escape

Regime cut a deal with baseball to allow players to leave, but only if MLB pays them a ransom

In essence they want legalized trafficking of persons",Marco Rubio,50,0.052,0.799,0.149,0.4588
660,Republican,"While some of my colleagues in the Senate hold up disaster relief bill to score political points survivors of #HurricaneMichael in the #Florida Panhandle are struggling &amp; feel forgotten.

Stop with the games &amp; pass disaster relief

#Sayfie 

https://t.co/Pyt9cuUV5W",Marco Rubio,39,0.283,0.6,0.116,-0.836
661,Republican,"“I am the light of the world. Whoever follows me will not walk in darkness, but will have the light of life.”

John 8:12",Marco Rubio,24,0.0,0.944,0.056,0.0951
