Political Affiliation,tweet,Politician,Word Count
Republican,"2019 #MarchMadness: Texas Tech may have the most fans at Final Four, ticket data indicates: https://t.co/Mdl6kQCkPt",Ted Cruz,16
Republican,So the Harvard College Democrats are now officially anti-Israel?  Their group is one of the sponsors of this protes… https://t.co/Kmp8GPkJwG,Ted Cruz,20
Republican,"Heidi and I will be praying for you, and for a full and swift recovery. https://t.co/l8ouIRUrJr",Ted Cruz,16
Republican,"The United Nations continues to condemn Israel - our strongest ally in the Middle East.

Now more than ever, it is… https://t.co/7aTlhS2LD8",Ted Cruz,22
Republican,We have reached Utopia. https://t.co/YSHQTfeGht,Ted Cruz,5
Republican,I agree with @aoc  🤔  We should vigorously debate substance &amp; policy — it matters — but everybody should refrain fr… https://t.co/kXgcojHXIH,Ted Cruz,22
Republican,"Yahoo News “reports” I missed @aoc point. Uh, no.  (1) LaGuardia croissants are $7 BECAUSE it is govt monopoly w/ $… https://t.co/LIgVzDX4Uz",Ted Cruz,22
Republican,Big Tech’s attempted censorship of @UnplannedMovie is deeply troubling. And reveling. Why is the Left so afraid of… https://t.co/v1YSWsh8rr,Ted Cruz,19
Republican,Impressive. AP reports Beto gave campaign speech in his “native” language. Wow — I’ve never heard a campaign rally… https://t.co/kUKAzZrClH,Ted Cruz,20
Republican,Proud to announce I'm signing on to the Green New Deal! Read why here —&gt; https://t.co/UsLpPHpPfW,Ted Cruz,16
Republican,Oh the humanity!  Here’s the answer:  government-mandated FREE CROISSANTS FOR ALL.  And we’ll just force the bakers… https://t.co/hEzkzGaHm4,Ted Cruz,18
Republican,Here are words I’ve never said before:  I agree with George Clooney. Brunei’s laws criminalizing homosexuality — an… https://t.co/13Mlfhaoyp,Ted Cruz,19
Republican,"It is breathtakingly powerful. Bring a friend. It's in 1,000 theaters, and if it has a big opening weekend, it will… https://t.co/lAoWOYHqiy",Ted Cruz,22
Republican,"If you're pro-life, here's something concrete you can do to protect life: GO SEE Unplanned THIS WEEKEND, the true s… https://t.co/ihKX6EbxXE",Ted Cruz,21
Republican,"This is wrong. It is barbaric. America should condemn this immoral and inhumane law, and everyone should be united… https://t.co/tvvqdXVWRd",Ted Cruz,20
Republican,"I thought I was prepared for this movie, but I was not. It is breathtakingly powerful. Deeply disturbing, but also… https://t.co/tkUsPUnhbE",Ted Cruz,21
Republican,"This week, I saw the movie Unplanned, the true story of Abby Johnson, the Planned Parenthood clinic director in Wac… https://t.co/IqmSh9ZEDq",Ted Cruz,21
Republican,ICYMI: Ted Cruz Is Right: The United States Should Axe Iran’s Oil Waivers: https://t.co/EsL0Wjs2w1,Ted Cruz,14
Republican,"I've introduced a resolution in the Senate condemning anti-Semitism.

I think we need to take it up for a vote and… https://t.co/gMLMRHLsBs",Ted Cruz,22
Republican,In Texas we have tens of thousands of jobs that depend on airlines. We have millions of Texans and Americans who ge… https://t.co/W4RG90tqol,Ted Cruz,23
Republican,ICYMI: @realDailyWire: Ted Cruz Has A Resolution That Would Finally Call Out Actual Anti-Semitism: https://t.co/SXSuAWNZY1,Ted Cruz,15
Republican,WATCH @SenMikeLee speech. Hysterical satire. @AOC very upset Green New Deal seen as a joke. Maybe that’s bc it got.… https://t.co/nXdkGMNqp1,Ted Cruz,21
Republican,Live shot of AOC as the Senate prepares to vote on her “Green New Deal” proposal... https://t.co/LuJJ0slSnz https://t.co/RWwpRO9Dbj,Ted Cruz,18
Republican,TEXAS: Thursday at 11 am US Army Veteran SP4 Jack Dillard Richardson will be laid to rest in Killeen and he is not… https://t.co/pBaZ2uSGqW,Ted Cruz,24
Republican,"What President @realDonaldTrump did last week was tremendous. 

He recognized that the Golan Heights is legitimatel… https://t.co/jspFcGhnYf",Ted Cruz,17
Republican,.@AOC response to the Senate’s voting on her extreme “Green New Deal” plan:  https://t.co/X0mimibqe8 https://t.co/OR5TNl3mox,Ted Cruz,15
Republican,The details of this story are even worse. San Antonio City Council voted to ban ⁦@ChickfilA⁩ from the airport bc th… https://t.co/8c1GU1ppW8,Ted Cruz,22
Republican,Catherine hit a home run today in softball!!  My 8-yr-old princess slugger!  #ProudDad https://t.co/WkowmfFHJP,Ted Cruz,14
Republican,Ridiculous. https://t.co/EvtIdtndZs,Ted Cruz,2
Republican,Groups such as ME to WE are helping people make a positive impact in the world with their everyday choices:… https://t.co/JMgRlAaiLP,Ted Cruz,21
Republican,"Time to get my #MarchMadness bracket on the record...

Let's go @UHCougarMBK! Let Phi Slama Jama rise again! https://t.co/hTPmkhYGl2",Ted Cruz,19
Republican,@dcexaminer @BetoORourke https://t.co/7WaNFVPdMJ,Ted Cruz,3
Republican,@dcexaminer @BetoORourke https://t.co/7WaNFVPdMJ,Ted Cruz,3
Republican,"A simple solution to build the wall...

Add your name and join the fight --&gt; https://t.co/KBCIq1chSQ",Ted Cruz,16
Republican,Words escape me. https://t.co/seUbaBV5M7,Ted Cruz,4
Republican,I'm proud to stand with Israel: https://t.co/tc158lEEJa,Ted Cruz,7
Republican,Priceless. https://t.co/a1Ia8nv8sd,Ted Cruz,2
Republican,Quite amusing: a number of leftie commentators are saying “National Enquirer did the same thing!”  True.  But nobod… https://t.co/v3NamyXDsp,Ted Cruz,19
Republican,Add your name in support of the Constitutional Concealed Carry Reciprocity Act I was proud to cosponsor: https://t.co/bzOCMBlS9r #2A,Ted Cruz,19
Republican,"Hmm.  Reuters didn’t want a “scoop” (their word) that Beto may have committed multiple felonies. Instead, they cut… https://t.co/CQZRkUbpVa",Ted Cruz,19
Republican,"America stands with Israel for many reasons, but none more important than standing with Israel furthers our own nat… https://t.co/6t3gTE0XPT",Ted Cruz,20
Republican,The rights protected in #2A are foundational to a free society &amp; preservation of individual liberty. I'm proud to c… https://t.co/b8sILA67Iz,Ted Cruz,21
Republican,"The girls just finished a wonderful and really fun spring break. Last weekend, took Catherine horseback riding on t… https://t.co/uZVpKpbOtK",Ted Cruz,20
Republican,So Reuters had evidence in 2017 that Beto may have committed multiple felonies—which Beto confirmed on the record—b… https://t.co/jGkeDEKz5u,Ted Cruz,19
Republican,"Heidi and I are horrified and outraged by the terrorist acts in Christchurch, which must be condemned in the strong… https://t.co/R2TvxY6T93",Ted Cruz,21
Republican,"Beto O'Rourke said he wants to tear down the wall. Texans want a secure border. 

We need to say NO to Beto's radic… https://t.co/bONiGhTiwB",Ted Cruz,24
Republican,Unreal.  Are they trying to drive away ALL their customers? https://t.co/MAVDJthroz,Ted Cruz,11
Republican,"Today’s Democratic Party:  enthusiastically FOR late-term abortions (even, astonishingly, after birth) but AGAINST… https://t.co/3rXmIzjYXV",Ted Cruz,14
Republican,TEXANS! https://t.co/mTWqWbQ2uW,Ted Cruz,2
Republican,First time I’ve ever retweeted @ewarren  But she’s right—Big Tech has way too much power to silence Free Speech. Th… https://t.co/040OmaMJiC,Ted Cruz,21
Republican,TOMORROW: Army Veteran John Lynn Loyd will be laid to rest in Killeen with no one expected to attend his funeral.… https://t.co/nRPhYRjsdV,Ted Cruz,22
Republican,TEXANS: Today in Mission and Killeen! https://t.co/UQILtQSqca,Ted Cruz,7
Republican,Happy #NationalPancakeDay! https://t.co/JKlGo4T3iQ,Ted Cruz,3
Republican,"TOMORROW: Two veterans will be laid to rest in Texas with no one expected to attend their funerals.

MISSION, TX: 2… https://t.co/3ONtqoisdt",Ted Cruz,22
Republican,Splashdown! Congratulations to @SpaceX and @NASA! https://t.co/QRoS2PNMOs,Ted Cruz,7
Republican,"In order to protect the Texas-Mexico border, we must build the wall. 

Here's how we should pay for it: https://t.co/6tSVRFw0eQ",Ted Cruz,20
Republican,May help explain why Dem party finds it so hard to condemn anti-Semitism.... https://t.co/H6jsnk5Fvs,Ted Cruz,14
Republican,Then why does she keep saying it over and over again?  And do other Dems agree with her? https://t.co/gcnPsxY1Aw,Ted Cruz,19
Republican,U.S. prosecutors are seeking $14 billion in drug profits and other assets from El Chapo which should go toward fund… https://t.co/0vQQUXuILz,Ted Cruz,21
Republican,"""El Chapo is now a convicted criminal. He already has to forfeit his assets to the federal government -- we should… https://t.co/y4DPXN6K4v",Ted Cruz,22
Republican,"It's time to end career politicians.

Join the fight for #TermLimitsNow: https://t.co/Fz5Miaujq0",Ted Cruz,12
Republican,Again? https://t.co/qjPiRrjEhC,Ted Cruz,2
Republican,Happy #TexasIndependenceDay! https://t.co/7DJnQFnlgO,Ted Cruz,3
Republican,Thanks to @TPUSA for helping to energize young people and get them involved in the political process! Was great joi… https://t.co/Ih8wDp0bDZ,Ted Cruz,21
Republican,"I agree that the Dems’ stated objective to “fully get rid of farting cows” is, as you put it “aggressively obtuse,”… https://t.co/DlRHpjDnVu",Ted Cruz,22
Republican,"I know the press feels it must ALWAYS shill for Dems, but the verbatim quote from the Green New Deal FAQ was: “We s… https://t.co/6hwJEdVtRJ",Ted Cruz,25
Republican,It’s a good look! https://t.co/UxbrkiS9gk,Ted Cruz,5
Republican,Here's a plan to pay for and build the wall... https://t.co/6tSVRFw0eQ #CPAC2019,Ted Cruz,12
Republican,Cruz Education Proposal Would Be A Real ‘New Deal’ For America’s Students: https://t.co/F3SwhmrTcl,Ted Cruz,13
Republican,Education Freedom Scholarships would annually give hundreds of thousands of students across the country opportuniti… https://t.co/Zvb633VzEL,Ted Cruz,16
Republican,The Education Freedom Scholarships and Opportunity Act enjoys the support of educators and trade associations alike… https://t.co/X873ppABXZ,Ted Cruz,17
Republican,Ted Cruz Pushes To Feed The ‘Flame’ Of Students By Expanding Educational Opportunities: https://t.co/yDuQIyVVrL,Ted Cruz,14
Republican,A very good Q. Why did virtually every Dem vote against protecting the lives of infants who have ALREADY BEEN BORN?… https://t.co/tqnOW1QYju,Ted Cruz,22
Republican,Yes... I remember. 👀 https://t.co/v8RgMfTMQf,Ted Cruz,5
Republican,"Americans across the country understand that Washington is broken. 

There are few structural reforms that would ha… https://t.co/QG7o0b1r0p",Ted Cruz,18
Republican,"This is TODAY at 11 am CT!
Central Texas Veterans Cemetery
11463 TX-195
Killeen, TX 76542 https://t.co/fQidhZG0cl",Ted Cruz,17
Republican,#TermLimitsNow: The Framers of our Constitution envisioned citizen legislators; men &amp; women who'd come &amp; spend a ti… https://t.co/GvAtzuZAQ7,Ted Cruz,19
Republican,"Central Texas Veterans Cemetery
Wednesday, February 27, 2019
11 am
11463 TX-195
Killeen, TX 76542 https://t.co/fQidhZG0cl",Ted Cruz,16
Republican,"Specialist Bryan is not expected to have anyone attend his funeral, as no next-of-kin could be contacted. Please he… https://t.co/zmF6Dsi2gq",Ted Cruz,20
Republican,Join the fight and become a citizen cosponsor of the #ELCHAPOAct today —&gt; https://t.co/6tSVRFw0eQ,Ted Cruz,14
Republican,"Rep. @VernBuchanan: “As President Trump looks to secure the southern border, Congress should pass this commonsense… https://t.co/mAeaGq3GyT",Ted Cruz,17
Republican,"It's time to fix the problem, secure the border, and stop the next narcotraffickers: https://t.co/6tSVRFw0eQ",Ted Cruz,15
Republican,"I supported term limits before I was elected to the Senate, but I have to say, having spent six years here, having… https://t.co/248F8rprzp",Ted Cruz,23
Republican,Because tolerance.... https://t.co/Ufws5Yaeza,Ted Cruz,3
Republican,Sad. Why do so many congressional Dems support anti-American communist dictators? https://t.co/b3k15lsR17,Ted Cruz,12
Republican,"TEXAS 👇

Wednesday, February 27
11 a.m.
11463 TX-195
Killeen, TX 76542 https://t.co/DKCrcKyuC6",Ted Cruz,13
Republican,"Stop human traffickers.

Stop drug traffickers.

#BuildTheWall.

Here's how 👉 https://t.co/6tSVRFNB6o",Ted Cruz,11
Republican,"#TermLimitsNow: Overwhelming bipartisan majorities of Americans support this common sense reform, and I very much h… https://t.co/bV3prMleaz",Ted Cruz,17
Republican,"A simple proposal...

#BuildTheWall...

Make El Chapo pay for it.

Join the fight 👉 https://t.co/6tSVRFw0eQ",Ted Cruz,15
Republican,"#SecureTheBorder: Effective border security not only addresses the ongoing problem of illegal immigration, but also… https://t.co/vYYC5JYyiK",Ted Cruz,16
Republican,"This is a simple, common-sense idea.

Let's get to work: https://t.co/6tSVRFw0eQ",Ted Cruz,11
Republican,#BuildTheWall and make El Chapo pay for it —&gt; https://t.co/6tSVRFw0eQ https://t.co/lXXbcRkwfV,Ted Cruz,11
Republican,"It is time for Congressional term limits. 

If you agree, join the fight: https://t.co/Fz5Miaujq0",Ted Cruz,14
Republican,"On a family ski vacation over the long weekend, a moment of sisterly love between our girls. Joy. https://t.co/eKBr14daGw",Ted Cruz,19
Republican,"El Chapo’s lawyer seems confused. Nobody is asking for voluntary contributions. After El Chapo’s 10 convictions, DO… https://t.co/QUNKZ5n5oJ",Ted Cruz,18
Republican,"Swift couldn’t parody it:  NYC socialists chase away a major employer, then attack the employer for fleeing, then w… https://t.co/Ne2AEjPsJX",Ted Cruz,20
Republican,The Force is strong in him.... https://t.co/d3FTDeL0eI,Ted Cruz,7
Republican,"With Democrats and Republicans locked in a staring contest over border security, there's a solution here that secur… https://t.co/33i1QMEsL7",Ted Cruz,19
Republican,"It is only right that El Chapo's ill-gotten gains go to fixing the problem and securing the border.

Pass the… https://t.co/iM0iO7chv8",Ted Cruz,21
Republican,@HashtagGriswold @ComfortablySmug 🧐,Ted Cruz,3
Republican,Make El Chapo pay... https://t.co/sV8ML4mgU3,Ted Cruz,5
Republican,"In advance of Presidents' Day, test your Presidential trivia knowledge with our brand new quiz 👉… https://t.co/Mqx8FCxz1N",Ted Cruz,17
Republican,Rep. Krishnamoorthi (D) on Using El Chapo’s Money to Pay for Border Security Deal: ‘Why Not?’ https://t.co/QL4QJZSCns,Ted Cruz,17
Republican,This is how we can fund President @realDonaldTrump's proposed border wall... Pass my #ELCHAPOAct and make El Chapo… https://t.co/Wc0L4sHbRE,Ted Cruz,19
Republican,"Sen. Ted Cruz (R-TX) has a unique solution for Congress' current border wall pickle: https://t.co/Qfavj7685S

It’s… https://t.co/RNZqVn6p3q",Ted Cruz,17
Republican,https://t.co/zMZFerjuq2,Ted Cruz,1
Republican,"Damn it, after all these years, Ron Burgundy finally caught me...

You can listen to the entire podcast here -&gt;… https://t.co/MrG1TIWCw3",Ted Cruz,21
Republican,👀 https://t.co/nb6NDBa9A4,Ted Cruz,2
Republican,Republican Sen. Ted Cruz of Texas floated the possibility Tuesday of using the seized assets of convicted drug cart… https://t.co/2NSIv9a8a6,Ted Cruz,20
Republican,Let's pass the EL CHAPO Act and make El Chapo pay to secure our border: https://t.co/xBCc6dVaR2,Ted Cruz,16
Republican,"What we need to do isn't complicated...

Stop the human traffickers.

Stop the drug traffickers.

And #BuildTheWall… https://t.co/kYE8QStKxD",Ted Cruz,18
Republican,Here's a plan to pay for the wall...,Ted Cruz,8
Republican,"@FishAndrews @TitusNation @HamillHimself Nope, am too cheap. I always fly coach unless I get a free upgrade. Enjoy first class!",Ted Cruz,20
Republican,Something I never thought I’d say:  Bravo Nancy!  Thank you for having the courage to unequivocally condemn anti-Se… https://t.co/qE4QIUGQRe,Ted Cruz,19
Republican,"In The Daily Wire --&gt; ""Ted Cruz’s ‘Non-Interventionist Hawk’ Foreign Policy Is Exactly Right” https://t.co/TRXDiIJate",Ted Cruz,15
Republican,Why is a Member of Congress launching anti-Semitic slurs on Twitter?  Caricaturing support for Israel as purchased… https://t.co/3gPtIc2Yfs,Ted Cruz,18
Republican,"Uh, no. Mike’s right. https://t.co/3aGxxEb8cD",Ted Cruz,5
Republican,"Momentum is growing for this common sense reform. 

#TermLimitsNow: https://t.co/2sYCLN50CQ",Ted Cruz,10
Republican,@senatorshoshana @SenTedCruz https://t.co/psfV8tXtMC,Ted Cruz,3
Republican,Here's a plan to build the wall. Let's get to work! #SOTU,Ted Cruz,12
Republican,"Sens. Cruz, Cornyn, Gov. Abbott, Texas Delegation Urge Administration to Release Billions in Hurricane Harvey Respo… https://t.co/nuGdDsSIFI",Ted Cruz,17
Republican,Let's get the job done --&gt; https://t.co/xBCc6dVaR2,Ted Cruz,7
Republican,"Death should not be a taxable event, and I am proud to join with my colleagues to ensure working men and women, inc… https://t.co/xAkqp3e0J1",Ted Cruz,24
Republican,"And why does media relentlessly shill for Dems? They won’t cover Northam’s defense of infanticide, but they’ll ask… https://t.co/pJVpZlWQ6q",Ted Cruz,19
Republican,Media fixation w/ blackface (“was he dressed as Michael Jackson?”) obscures the more damning point:  anybody who vo… https://t.co/gGOSoB6IHD,Ted Cruz,19
Republican,"Happy National Texas Day, y'all! https://t.co/kCJtU7jLjR",Ted Cruz,6
Republican,2/2 Here’s the rest of what he said: ”The infant would be kept comfortable. The infant would be resuscitated if tha… https://t.co/Hq9r0GOiha,Ted Cruz,22
Republican,"Lisa, stop spinning for the Dems. I quoted him VERBATIM, attached the video &amp; said “watch the video.” Objectively &amp;… https://t.co/QMysX3m8B6",Ted Cruz,21
Republican,Heartbreaking: VA gov’s pro-abortion dogma is so extreme that he advocates taking the life of babies AFTER they are… https://t.co/m2HvMLXqGr,Ted Cruz,20
Republican,"This morning at 10 am:
Central Texas State Veterans Cemetery
11463 TX-195
Killeen, TX 76542 https://t.co/5038L9sViE",Ted Cruz,16
Republican,"Israel standing up for democracy, rule of law, and the people of Venezuela. https://t.co/dzP55hWgWT",Ted Cruz,14
Republican,"Monday, January 28 
10:00 am
Central Texas State Veterans Cemetery
11463 TX-195
Killeen, TX 76542",Ted Cruz,15
Republican,"Air Force Veteran Joseph Walker will be laid to rest Monday, and no one is expected to attend. 

The cemetery said… https://t.co/lMBFA6cdWQ",Ted Cruz,22
Republican,"Happy 180th birthday to the Texas flag! 

On this day in 1839, the Republic of Texas adopted the national flag we'v… https://t.co/vAWZtWguAm",Ted Cruz,22
Republican,Every child deserves access to an excellent education! #SchoolChoiceMatters,Ted Cruz,9
Republican,"#SchoolChoice matters! Every child in Texas matters!

I believe school choice is the civil rights issue of the 21st… https://t.co/u6Q5P6PNza",Ted Cruz,20
Republican,"Just sad. Rich &amp; powerful celebrity uses his fame to pick on teenagers. So much partisan hate, he doesn’t care that… https://t.co/cfQLxO7iqv",Ted Cruz,22
Republican,.@realDonaldTrump should give #SOTU IN THE SENATE CHAMBER. We’d happily welcome House Members &amp; not let Pelosi’s pa… https://t.co/bTbvm3T4RM,Ted Cruz,19
Republican,"Texas didn’t stop being tough on crime, we just started being smart on crime, too... https://t.co/269rdpSX4t",Ted Cruz,16
Republican,"We're all keeping you and your family in our prayers, @bretbaier. Wishing y'all a speedy recovery! https://t.co/rz8PsfK6xw",Ted Cruz,17
Republican,"Term limits on members of Congress offer a solution to the brokenness we see in Washington, DC.

We need YOUR help… https://t.co/5uiyFXhbFB",Ted Cruz,22
Republican,"""Texas Republican Sen. Ted Cruz finds himself in an interesting position in the new Congress. He has been a champio… https://t.co/SeGbYE1knp",Ted Cruz,21
Republican,"This #MLKDay, may we unite as a nation to reflect on the legacy Reverend King forged. In the face of racial inequal… https://t.co/SUgDwHNNC7",Ted Cruz,23
Republican,Let’s get it done —&gt; https://t.co/Fz5Miaujq0 https://t.co/Z9bWw4TFkc,Ted Cruz,7
Republican,"I look forward to a time when every child—girl or boy, with special needs or special mind—has the opportunity to en… https://t.co/P4uu8LJSUU",Ted Cruz,22
Republican,There are few structural reforms that would have a more profound impact in ending the corruption in Washington than… https://t.co/72oo7K9T06,Ted Cruz,20
Republican,In response to Pelosi’s partisan stunt trying to cancel #SOTU the SENATE SHOULD INVITE #POTUS to give the address i… https://t.co/CmwJ4Y12gf,Ted Cruz,21
Republican,"On #ReligiousFreedomDay, consider life in countries without it https://t.co/RM0gaLl3b3",Ted Cruz,9
Republican,"""Cruz has had this idea for a while now… seems like a great idea to me..."" https://t.co/IZV9rnQ3xW

Join the fight… https://t.co/szJmK5sChK",Ted Cruz,21
Republican,Wonderful. Just wonderful. https://t.co/s8BL9u5iOK,Ted Cruz,4
Republican,@PatrickSvitek https://t.co/zUUV42j4nY,Ted Cruz,2
Republican,"It is long past time for Congress to hold itself accountable.

It is long past time for term limits.",Ted Cruz,19
Republican,"There is a way to build the wall without one penny of taxpayer dollars... https://t.co/UqClNWYJeZ

Join the fight -… https://t.co/Scc8BQyvtU",Ted Cruz,20
Republican,My constitutional amendment would limit U.S. senators to two six-year terms and members of the U.S. House of Repres… https://t.co/6ZDeYt61hT,Ted Cruz,20
Republican,Hope y’all tune in! https://t.co/66ocitYgZ5,Ted Cruz,5
Republican,I’m live NOW with @MQSullivan! Tune in: https://t.co/17mABO0SUA #TXSen https://t.co/Gk0i4h2Pp7,Ted Cruz,10
Republican,"For too long, members of Congress have abused their power and ignored the will of the American people. 

Term limit… https://t.co/rtg9HooyTt",Ted Cruz,21
Republican,"It is long past time for congressional term limits!

Join the fight --&gt; https://t.co/Fz5MiacI1q",Ted Cruz,14
Republican,"I recently introduced a constitutional amendment to create term limits for Congress. 

I need YOUR support to move… https://t.co/femnnuRK4w",Ted Cruz,19
Republican,@washingtonian https://t.co/RPAcY2aI0B,Ted Cruz,2
Republican,"Pretty cool: A good friend is studying in Yeshiva in Israel. His rabbi told him he liked my beard, elaborating “It… https://t.co/mJYZhJXkHI",Ted Cruz,22
Republican,We can build the wall AND have El Chapo pay for it... the #ELCHAPOAct is how. Join the fight: https://t.co/xBCc6dVaR2,Ted Cruz,20
Republican,"-- A public viewing will be held on Friday from noon to 7 p.m. at Cook-Walden Funeral Home

-- Overton's funeral se… https://t.co/2EDtPcFZHX",Ted Cruz,23
Republican,"""U.S. Sen. Ted Cruz (R-Tex.) is a Lone Ranger with a Tonto-sized idea riding into town to get the job done in a way… https://t.co/HbsbfvDyoB",Ted Cruz,25
Republican,"I reintroduced the Ensuring Lawful Collection of Hidden Assets to Provide Order Act last week... 

Become a Citizen… https://t.co/Ct73EUSgtZ",Ted Cruz,19
Republican,@GQMagazine https://t.co/t1tnWHiBQZ,Ted Cruz,2
Republican,"We can build the wall and make El Chapo pay for it... 

Sign up NOW to become a citizen cosponsor of my EL CHAPO Ac… https://t.co/i8zFu00PVv",Ted Cruz,26
Republican,"To support Israel’s right to self defense, Washington should take the long overdue step of affirming Israeli sovere… https://t.co/0ZZileLxgU",Ted Cruz,19
Republican,Wonderful. Then let’s get it done. #DrainTheSwamp https://t.co/euiQTyWLi6,Ted Cruz,8
Republican,"For too long, members of Congress have abused their power and ignored the will of the American people.

Term limits… https://t.co/roTSaZE2f7",Ted Cruz,21
Republican,"Mr. Kelleher will always be remembered for his optimism, entrepreneurship, and philanthropy that continues to inspi… https://t.co/I6pNK3gjby",Ted Cruz,17
Republican,Herb Kelleher sketched out plans for a new Texas airline with his business partners on a cocktail napkin in 1971. S… https://t.co/HqdlB15zWA,Ted Cruz,22
Republican,Recent data analysis by U-Haul shows Texas remained the top state for growth for the third year in a row:… https://t.co/tbWdsjSF9Y,Ted Cruz,21
Republican,Wishing you a very #HappyNewYear and many blessings in 2019! https://t.co/CdTnd6OVcU,Ted Cruz,11
Republican,So when does a pattern become a pattern?  And has Facebook EVER banned anyone on the Left?  We don’t know—they refu… https://t.co/l89vN3j6Dr,Ted Cruz,22
Republican,It’s a privilege to be in the arena. https://t.co/r4NVE5E8az,Ted Cruz,9
Republican,This is not the Onion. LA Times reports that marijuana sales in CA are much lower than expected...because over-regu… https://t.co/zalepm4kRP,Ted Cruz,20
Republican,"A Texas Army veteran and Purple Heart recipient is enjoying a present too big to fit under a tree.

On Sunday, form… https://t.co/Ztkau2mgng",Ted Cruz,23
Republican,"Opening presents Christmas morning w/ Heidi, Caroline, Catherine &amp; Schuyler the hamster. Hot chocolate, Christmas c… https://t.co/2P1t9ZhUoA",Ted Cruz,17
Republican,"Wishing you and your family a merry Christmas, a joyous holiday season, and many blessings in the New Year! https://t.co/P2oSOrfwAT",Ted Cruz,20
Republican,Heidi and the girls made waffles for me for my birthday breakfast!  Precious family — nothing more joyful. https://t.co/ZxmdHjjeOG,Ted Cruz,19
Republican,Thank you! https://t.co/uMYcXrJ3HW,Ted Cruz,3
Republican,"Ted Cruz Is Right: Make El Chapo Pay for the Wall: https://t.co/WkG3lGeBtx 

""It would be poetic justice, is delici… https://t.co/oY1hjzQsKf",Ted Cruz,20
Republican,"On Tuesday, Hamilton stepped across the threshold of his new home in Spring — a home he received mortgage-free beca… https://t.co/6mRJYDwSg4",Ted Cruz,21
Republican,"In 2007, United States Army Sergeant Joshua Hamilton was serving in Bagdad when a school-bus-sized vehicle carrying… https://t.co/6ZJsYCvHfI",Ted Cruz,18
Republican,"Really getting into the Christmas spirit, Jimmy Kimmel just aired a skit with “God &amp; Satan” arguing and eventually… https://t.co/6QwryLDtup",Ted Cruz,20
Republican,Still looking for a Christmas gift for someone special? A few ideas to help you Go Texan: https://t.co/a5k6kNMk0R,Ted Cruz,18
Republican,"Porch pirates steal gifts for orphaned kids in need in Galveston: https://t.co/6DVJmPjdhB

If you’d like to help ou… https://t.co/mQtIkcPX1g",Ted Cruz,19
Republican,"Every December, Wreaths Across America honors fallen heroes by laying wreaths on veterans’ graves in Washington D.C… https://t.co/8zPU8tbecB",Ted Cruz,18
Republican,"Not one veteran’s headstone at the Texas State Cemetery was bare Saturday morning, each was adorned with holiday ch… https://t.co/MI7MfStlfF",Ted Cruz,20
Republican,Thanks! https://t.co/4bKS1IcYOu,Ted Cruz,2
Republican,The French government on Tuesday awarded its highest honor to two Southeast Texas veterans who fought in World War… https://t.co/mXzB4Mi3F7,Ted Cruz,20
Republican,"20 Christmas Light Displays Across America You Need to See: https://t.co/9j7L1LYWhB

And 2 are in Texas!",Ted Cruz,16
Republican,"Gosh, why do you think Nancy wanted the press out of the room?  Why didn’t she want the American People to hear thi… https://t.co/QQY2WRA981",Ted Cruz,24
Republican,@KassyDillon Delete this,Ted Cruz,3
Republican,"For this Texas musician, every concert is an opportunity to save a veteran: https://t.co/ORpsEGLp0X",Ted Cruz,14
Republican,Discrimination against Dr. Shafi b/c he’s Muslim is wrong. The Constitution prohibits any religious test for public… https://t.co/e8qxEztdAr,Ted Cruz,18
Republican,"""December 7, 1941 — a date which will live in infamy.”

May we never forget the lives lost &amp; forever altered as wel… https://t.co/gx7hOqfsCq",Ted Cruz,24
Republican,"Sen. Ted Cruz, Rep. Roger Williams Remember President Bush: https://t.co/QeO6h3zMOR #Remembering41",Ted Cruz,11
Republican,Heidi and I wish the Jewish people a very #HappyHanukkah! https://t.co/XL3iqKQbIS,Ted Cruz,11
Republican,"Beautiful recounting of 41’s final hours. Rest In Peace, Mr. President. https://t.co/d3j583baYe",Ted Cruz,12
Republican,"American hearts are heavy as we bid farewell to President George H.W. Bush. Today, George and his beloved Barbara a… https://t.co/yTtx4db0v7",Ted Cruz,21
Republican,To all the gullible reporters who are “reporting” that I asked to be on the guest list at a Nine Inch Nails concert… https://t.co/d5MKh0E30V,Ted Cruz,24
Republican,A funeral notice was posted in the newspaper to encourage the public to honor a Vietnam veteran with no known famil… https://t.co/7x2KTmln8O,Ted Cruz,22
Republican,"Lufkin PD is in need of Blue Santa child sponsors: https://t.co/RomFStXqFb

Those who would like to learn more abou… https://t.co/i21YtGPA80",Ted Cruz,20
Republican,"World War II vet retires as Texas' oldest certified lawman at 98: https://t.co/eYGeKxrWhc

Thank you for your service, Lt. Thomas Morgan!",Ted Cruz,21
Republican,Marcelite Jordan Harris — a Houston woman who became the first African-American woman to serve as a major general i… https://t.co/0SgwsEFZLF,Ted Cruz,21
Republican,"Thanks to all the Texans helping to honor our heroes: https://t.co/HFlbgsrusV

""Hundreds of Central Texans made the… https://t.co/ffvBGmIeAF",Ted Cruz,18
Republican,"A new organization in Abilene is connecting female veterans with the resources they need, like mentorships and care… https://t.co/9UkyKQF6Xh",Ted Cruz,19
Republican,"Very sad news — Bob loved his community, brought the NFL back to Houston, and worked tirelessly to make Texas and o… https://t.co/0U5cblqJ7m",Ted Cruz,23
