Political Affiliation,tweet,Politician,Word Count,created_time,number of retweets,number of likes
Democrats,Barr needs to resign. https://t.co/XOV1or0HAQ,AOC,5,2019-05,14131,83734
Democrats,"A little motivation mantra for your Thursday morning✨ 

You got this! https://t.co/9Nfsneku2V",AOC,12,2019-05,7084,42033
Democrats,"The mediocrity is astounding.

How would these guys like it if Gov was 80% female, constantly looking for ways to limit or outlaw condoms + vasectomies, yet had little/no medical context?

Sounds crazy? The flipside is what women &amp; LGBTQ+ people have to deal w/ ALL the time. 🤦🏽‍♀️ https://t.co/6GfysHlNFD",AOC,50,2019-05,20681,88608
Democrats,"“The new documentary is worth a watch, no matter your political persuasion.”

I’m so glad #KnockDownTheHouse is inspiring people across the political spectrum.

At early screenings, even Trump supporters left the film in tears - because it’s about the power of everyday people. https://t.co/BijnoLIsOv",AOC,44,2019-05,5922,32284
Democrats,"You: Why is my balance so low?

Economists: Bc working Americans haven’t gotten a raise in 30 years despite unprecedented growth; &amp; living costs have exploded.

Chase: Maybe if you skipped that Dunkin on April 22nd you‘d be able to afford your RX meds. That’s how that works right https://t.co/i8bGowwomU",AOC,50,2019-04,28788,123887
Democrats,"The inhumane living conditions in NYCHA are a disgraceful result of Congress’ refusal to fund routine public housing investment for almost 20 YEARS.

That $32 billion in neglect means kids are now testing w/ lead in their blood, breathing in mold, &amp; more.

And it was preventable. https://t.co/VGANPDUNrn",AOC,48,2019-04,10905,41639
Democrats,"My community garden plot is doing well!

I was nervous checking up on it today, because Congress has been out of session for 2 weeks for district work. I left it with a bunch of watering stakes/bottles and hoped for the best.

They blew up! Peep the collard greens! 🥬👀 https://t.co/QvBEX85eAd",AOC,51,2019-04,3770,63088
Democrats,"You are using this as an excuse to stoke suspicion around my Christianity + faith life, @KellyannePolls.

The Sri Lanka massacre was horrifying. No one should be targeted for their religion.

If you’re so moved, let’s do more to welcome immigrants fleeing religious persecution.",AOC,44,2019-04,9219,79247
Democrats,"The terrorist attack in Sri Lanka was horrifying. Saying ‘Easter worshippers’ matters bc Easter is the holiest day of the year for Christians, &amp; to be targeted on Easter highlights how heinous the attack was - just as saying yesterday’s #SanDiego shooting was on Passover.",AOC,45,2019-04,4956,51947
Democrats,"“Corrupt” is a good one, too.

I’m curious, how do you spin ignoring and neglecting the largest mass death of people on American soil in decades, @KellyannePolls?

After all, the official count of 3,075 people is much bigger than the 64 number your admin clung to for so long.",AOC,49,2019-04,4912,41216
Democrats,"I chose to use the word ‘incompetent’ when it comes to Trump’s response to Hurricane María &amp; the 3,000 Americans who died on his watch, but that’s only because I had 280 characters.

There are plenty of other words too:
- Negligent
- Inept
- Inhumane
- Predatory

Take your pick.",AOC,51,2019-04,6631,52575
Democrats,"Hello Ms. Conway,

On Easter I was away from tech visiting my grandmother in Puerto Rico, which continues to suffer from the White House’s incompetent disaster response.

Are you trying to imply that I am less Christian? What was the point of you bringing this up on national TV? https://t.co/TIypLf2CaB",AOC,50,2019-04,23528,137625
Democrats,"Happy Sunday everyone - let’s sing!

🎼This LOVE
This VOICE
This STRENGTH
This PEACE
This JOY
that I have/

The world didn’t give it to me -
The world didn’t give it,
&amp; the world can’t take it away🎶

Thank you @ResistanceRev for our #GreenNewDeal community celebration yesterday! https://t.co/I0AlXS9mtU",AOC,49,2019-04,2672,14165
Democrats,"Heartbroken to hear of the San Diego synagogue shooting, particularly so on this final day of Passover.

We have a responsibility to love + protect our neighbors.

The longer the Senate delays holding a vote on #HR8, the more we put Americans at risk.
https://t.co/ef9FURMFQ5",AOC,45,2019-04,8934,38498
Democrats,"Civics lesson for the NRA: As much as they may not like it, the Bronx and Queens are part of “the real America,” too.

Wild that the NRA is suggesting the voters of NY-14 aren’t “real Americans” bc they don’t think assault weapons in school classrooms is a good idea. https://t.co/p5W14vrqQ1",AOC,51,2019-04,12355,58807
Democrats,"Step 1: Call yourself the “Grim Reaper for socialist legislation”

Step 2: Call anything + everything “socialist legislation”

Step 3: Profit...

(...from $300/mo insulin, fracking pipelines, poisoned water, for-profit prisons, pricing out communities, assault weapons, etc) https://t.co/2885yShaZU",AOC,37,2019-04,22445,77983
Democrats,"GOP already bad-faith attacking “nonviolent offenses.” Clearly if you are looking at CONTEXT CLUES in my thread &amp; limits of 280 chars you know I’m referring to nonviolent drug offenses.

Swear it’s like we’re back to encouraging 1st grade readers when it comes to some “pundits.”",AOC,46,2019-04,2077,19273
Democrats,"To understand how racial injustice works subconsciously in America, all you need to do is watch how quickly + readily some people jump to justify stripping voting rights for millions of people, yet how uncomfortable and fraught that convo becomes when one brings up reparations.",AOC,45,2019-04,7805,36281
Democrats,"-We “shouldn’t” incarcerate for nonviolent offenses,
-We “shouldn’t” have school-to-prison pipelines,
-We “shouldn’t” sentence poc more than white people for similar crimes,

...but we do.

We’re so eager to talk about punishment, but correcting our injustices is “controversial.”",AOC,38,2019-04,5331,31531
Democrats,"Many rebut the voting question by saying, “Well, *those* people shouldn’t be jailed.”

Glad you feel that way! But the truth is, the US incarcerates more people per capita than anywhere in the world - even more than China.

Our system is built to disenfranchise people of color ⬇️ https://t.co/onplIlK4jV",AOC,50,2019-04,5588,27253
Democrats,"Reminder:
- Slavery ➡️ Jim Crow + Redlining ➡️ War on Drugs ➡️ Mass Incarceration

- Black Americans &amp; PoC are far more likely to be convicted + sentenced longer than White Americans for similar crimes.

- Our system routinely criminalizes poverty + exonerates wealth",AOC,45,2019-04,9529,42844
Democrats,"To avoid looking completely + utterly out of touch w/ the reality our prison system:

Instead of asking, “Should the Boston Bomber have the right to vote?”

Try, “Should a nonviolent person stopped w/ a dime bag LOSE the right to vote?”

Bc that question reflects WAY more people.",AOC,49,2019-04,39290,174025
Democrats,"The GOP participates in a lobbyist-friendly campaign to trash the VA, so we tear it up &amp; shop out vet care to for-profit healthcare corps.

To reduce VA wait times, we must FUND the VA so they can hire+fill the 48,000 vacancies for healthcare providers for our vets. #ProtectTheVA https://t.co/unC7c4zs2n",AOC,50,2019-04,5464,19426
Democrats,"Like many public systems, GOP want to rip the battery out + say the whole car doesn’t work, so they can sell it for parts.

Fully funding the VA &amp; hiring to fill the *49k vacancies* is a clear path to improving it - not auctioning off our vet care systems to for-profit companies.",AOC,54,2019-04,7305,42190
Democrats,"I rep one of the strongest concentrations of veterans in NYC. The Bronx VA provides excellent care and community for our vets, who sing its praises.

The way to improve VA care &amp; reduce wait times (which can be shorter than priv care!) is by fully funding it - not privatizing it.",AOC,52,2019-04,3511,30797
Democrats,"Just got back from a few (mostly) unplugged days visiting my abuela in PR, and I see the President is tweeting about me.

Just another day at the office! 😊",AOC,30,2019-04,4791,71722
Democrats,"Before my primary, three women &amp; I agreed to film our journey of trying to run for office without big money.

Now, #KnockDownTheHouse hits Netflix &amp; select theaters next week, May 1st.

To find or host a local community screening, follow: @knockdownmovie

https://t.co/THpgkzzqdc",AOC,43,2019-04,29553,118062
Democrats,@jt_walden I’m STILL thinking about that lip sync,AOC,8,2019-04,999,15139
Democrats,"As it turns out, Rep. Barr has the same amount of coal mines in his district as I do in mine!

Who says Dems and GOP can’t find things in common? 😉 https://t.co/RxgDntxftG",AOC,33,2019-04,11584,70309
Democrats,"Buildings account for 70% of carbon emissions in NYC.

70%.

Today the city embarked on an ambitious, aggressive plan to change that and create a ton of jobs doing so.

This exactly the kind of economic + climate action we need. https://t.co/Vj3K9cnxTT",AOC,42,2019-04,4692,26715
Democrats,"Words cannot describe how proud I am of the grassroots organizers &amp; officials (including Queens’ own @Costa4NY!) behind this momentous passage by the @NYCCouncil.

(Upgrading our buildings to be cleaner and healthier creates a ton of dignified jobs, too.)
https://t.co/tat8KTLUxL",AOC,40,2019-04,1861,10461
Democrats,"The #GreenNewDeal is already changing the country.

Here’s what folks didn’t see coming: just by *offering* the resolution to Congress, the ambitious text was made available to organizers+officials across the country.

Now, local govs are taking action. 

First: LA.
Today, NYC ⬇️ https://t.co/VgaOGWKDrq",AOC,43,2019-04,4820,24567
Democrats,"Many know I take no pleasure in discussions of impeachment. I didn’t campaign on it, &amp; rarely discuss it unprompted.

We all prefer working on our priorities: pushing Medicare for All, tackling student loans, &amp; a Green New Deal.

But the report squarely puts this on our doorstep.",AOC,48,2019-04,10298,66203
Democrats,"While I understand the political reality of the Senate + election considerations, upon reading this DoJ report, which explicitly names Congress in determining obstruction, I cannot see a reason for us to abdicate from our constitutionally mandated responsibility to investigate.",AOC,40,2019-04,10202,65782
Democrats,"Mueller’s report is clear in pointing to Congress’ responsibility in investigating obstruction of justice by the President.

It is our job as outlined in Article 1, Sec 2, Clause 5 of the US Constitution.

As such, I’ll be signing onto @RashidaTlaib’s impeachment resolution. https://t.co/CgPZJiULOL",AOC,44,2019-04,27353,113903
Democrats,"If Congress wants to #ProtectTheVA, we shouldn’t starve it + then sell it off for parts, forcing vets into for-profit emergency rooms + to providers who aren’t used to working w/their unique medical needs.

We should fight to fully fund the VA + hire to fill its 49,000 vacancies. https://t.co/v25R2UNanW",AOC,50,2019-04,5071,20887
Democrats,Throwback Thursday ⤵️ https://t.co/CdscNUWCur,AOC,4,2019-04,31372,101760
Democrats,"🤣 

Surprise! I know more about West Virginia, Tennessee, Kentucky &amp; Appalachian communities than they think I do, in no small part bc it’s a valued perspective to me &amp; for coalition-building, so I have it *in my staff!*

I suspect underestimating women is the GOP’s kryptonite. https://t.co/kmHBvE8o2s",AOC,48,2019-04,7302,40996
Democrats,"What a truly incredible town hall tonight in the Bronx on protecting + improving veteran’s care.

We heard from mothers, Vietnam veterans, VA nurses, advocates and policy experts on the way forward.

Thank you @NationalNurses, @NYCVetsAlliance, @VVAmerica &amp; everyone who came! https://t.co/T54Lzi3Qkn",AOC,42,2019-04,1662,8781
Democrats,"You know what’s interesting?

Last month I invited @RepAndyBarr to come visit us in the Bronx and offer perspective in our MSNBC Climate Town Hall.

He said no, because UK had an NCAA game that night. Fair.

So I offered to fly him home in time for the game.

He still said no. 🤷🏽‍♀️ https://t.co/ZP2ltnEBc4",AOC,55,2019-04,4679,24158
Democrats,"For those curious, the legislation in question submitted by @BettyMcCollum04: https://t.co/kEprb3m9sw",AOC,11,2019-04,1189,8300
Democrats,"No one is arguing this.

Simply put: I don’t believe in caging kids. Pretty straightforward value.

I don’t care if it’s American kids, Mexican kids, or Palestinian kids. I vote against funding it on the US border, too.

It would be inconsistent w/ my values to fund it anywhere. https://t.co/xwxeHAjcVo",AOC,50,2019-04,13303,76695
Democrats,"GOP thought they could catch us with a bluff.

Now we’ve got ‘em on their back foot stutter-stepping 💁🏽‍♀️ #TooLate https://t.co/DY15KPy9Tv",AOC,21,2019-04,7053,44809
Democrats,"“Even while greed and corruption slow our progress ... true power still rests with the people.“ - @ewarren

Couldn’t be more honored and humbled to read these words from a woman I admire so deeply.

Thank you, Senator Warren, for your tireless fight for working families. https://t.co/JX0frVYPTJ",AOC,47,2019-04,12799,84791
Democrats,(YouTube version with captions here: https://t.co/qMpDYSZt3g),AOC,6,2019-04,1987,7775
Democrats,"Climate change is here + we’ve got a deadline: 12 years left to cut emissions in half.

A #GreenNewDeal is our plan for a world and a future worth fighting for.

How did we get here?
What is at stake?
And where are we going?

Please watch &amp; share widely ⬇️
https://t.co/IMCtS86VXG",AOC,52,2019-04,48716,120184
Democrats,"Our country has a “justice” system that criminalizes poverty + disproportionately targets race, yet routinely pardons large-scale crimes of wealth and privilege.

Moments like these tell us it’s less a justice system, and more a class enforcement system. ⬇️ https://t.co/etlIksWsiy",AOC,40,2019-04,11956,40329
Democrats,"This is a great, substantive dive on the #GreenNewDeal w/ Senate lead Sen. ⁦@EdMarkey:⁩

“When we were drafting the [GND], we looked to FDR’s 1944 State of the Union.

He said that true individual freedom cannot exist without economic security.” https://t.co/5MFcnL7y0D",AOC,41,2019-04,1502,6764
Democrats,"Surprise!💥

For months we’ve been working on a very special + secret #GreenNewDeal project.

Now it’s ready to drop tomorrow morning.

Here’s a sneak peek ⬇️ https://t.co/jEcjTE8t7e",AOC,27,2019-04,2381,15933
Democrats,"Reminder that we’ve taken progressive organizing straight into Trump country, rallied 5,000 people in the middle of a workday, and can do it again.

In time, not a single GOP seat should be taken for granted.

Wherever there‘s working people, we can win.🗳 https://t.co/1Mk4tr7TXI",AOC,44,2019-04,12828,60463
Democrats,"If by “destabilize,” he means “disrupt for-profit insulin schemes bc the discovering scientist freely gave away the patent bc he didn’t want us to price-gouge life saving medicines,” then yes.

(PS:#MedicareForAll is @RepJayapal’s bill, not mine - and am I proud to cosponsor it!) https://t.co/O7niFMc2WH",AOC,45,2019-04,10425,44304
Democrats,"What if a bold agenda rooted in improving everyday people’s lives is part of a winning strategy?

What if the choice btwn big ideas+winning elections is a false one that crept up through outsize influence of💰in politics?

What if, in a nation parched for change, we were water?🌊",AOC,48,2019-04,11221,59427
Democrats,"GOP’s getting scared that up close, their constituents will realize I’m fighting harder for their healthcare than their own Reps 🙂 https://t.co/TVSafpJWEd",AOC,22,2019-04,8812,49238
Democrats,Alternative Headline: Republicans Mad at Government for Doing Its Job https://t.co/ZO3sd3SLey,AOC,11,2019-04,18591,90729
Democrats,"That’s bc I like:
✅ Solar panels 🛰
✅ Turbines⚙️
✅ Battery Storage 🔋
✅ Electric Vehicles 🚛
✅ Regenerative Ag 🐄
✅ Jobs + Justice 🏗
✅ Funding fuel worker pensions👷🏽‍♂️
✅ Structuring our economy so it doesn’t depend on continuous extraction of working people &amp; the planet 🌎 https://t.co/8BOhxih20H",AOC,51,2019-04,12630,59262
Democrats,"All too often, “bipartisanship” tends to mean coming together to advance corp lobbyist interests, or raising the military budget ad absurdum.

It doesn’t have to be that way.

It can also mean building unconventional, yet principled coalitions to end our War in Yemen and more. https://t.co/ByjsUE4i4O",AOC,46,2019-04,3475,19254
Democrats,"“They’re a billion-dollar company because of us.

Working-class Americans haven’t been this fed up with their employers since the 1980s.” https://t.co/HdgZYgyBla",AOC,21,2019-04,7655,29308
Democrats,"One of the ugly aftermaths of 9/11 that is too often ignored is the codified profiling of Muslim-Americans solely bc of their faith.

No-fly lists. Warantless mosque surveillance. All of it.

To fear+suspect all Muslims due to the actions of terrorists is bigotry. Plain &amp; simple. https://t.co/gYgzAe6xGv",AOC,47,2019-04,15053,73773
Democrats,"Two years ago, Bodega owners across NYC (&amp; cheered by neighbors)shut their shops citywide to protest Trump’s #MuslimBan.

Today, that same community is banding together to reject sales of the NY Post at bodegas citywide.

This is what real unity (&amp; NYC solidarity) looks like ⬇️ https://t.co/mj8vtA4Pv5",AOC,47,2019-04,14013,62919
Democrats,"🎶 Ain't gonna let injustice turn me around
I'm gonna keep on walkin' /
Gonna keep on talkin' /
Marchin' up to freedom's land

We ain’t gonna let nobody turn us around/ 🎶

Mood: @ResistanceRev Chorus
 https://t.co/HlFhr3vam1",AOC,37,2019-04,6675,28544
Democrats,"Thank you, Rep. @DelgadoforNY19. https://t.co/HTiTdjtNXx",AOC,5,2019-04,3526,23120
Democrats,"Thank you for standing up for all of us, Sen. @ewarren. https://t.co/wZwLO97PXx",AOC,12,2019-04,11174,77457
Democrats,Thank you Sen. @BernieSanders for recognizing these attacks clearly for what they are. https://t.co/EsSoe5zDXA,AOC,14,2019-04,8452,61927
Democrats,"Members of Congress have a duty to respond to the President’s explicit attack today.

@IlhanMN’s life is in danger. For our colleagues to be silent is to be complicit in the outright, dangerous targeting of a member of Congress.

We must speak out.

“First they came...” https://t.co/ygOX1vhE9j",AOC,47,2019-04,40524,132515
Democrats,"Fox News brought me up 3,000+ times in *6 weeks.*

That’s how hard they’re fighting against dignified healthcare, wages, &amp; justice for all; and turning their firepower on the youngest Congresswoman in history to do it.

Too bad for them, cause we don’t flinch. #ForThePeople https://t.co/3FyuVOq6sq",AOC,46,2019-04,30480,132532
Democrats,"Yesterday at FSC, I asked CEOs about something known as countercyclical capital buffers.

Think of it as a “rainy day” rule, so banks must stock up 💰 to prepare for a downturn, so they aren’t caught empty-handed as they were in 2008. https://t.co/RXpjgdkn0j",AOC,43,2019-04,1841,8791
Democrats,"You refuse to cosponsor the 9/11 Victim’s Compensation Fund, yet have the audacity to drum resentment towards Ilhan w/completely out-of-context quotes.

In 2018, right-wing extremists were behind almost ALL US domestic terrorist killings. Why don’t you go do something about that? https://t.co/rkb92IxkKX",AOC,42,2019-04,27691,107909
Democrats,"I’m not going to quote the NY Post’s horrifying, hateful cover.

Here’s 1 fact: @IlhanMN is a cosponsor of the 9/11 Victim Compensation Fund. She‘s done more for 9/11 families than the GOP who won’t even support healthcare for 1st responders- yet are happy to weaponize her faith.",AOC,48,2019-04,42221,164017
Democrats,"Only *one-third* of American children in elementary &amp; middle school can read at grade-level.

One third.

Yet Betsey DeVos is trying to cut *every* Federal literacy program in the country.

Watch @RepJoshHarder point this out + dismantle her argument. https://t.co/KwvspvI0KD",AOC,40,2019-04,24290,72014
Democrats,"This puts me in danger every time.

Almost every time this uncalled for rhetoric gets blasted by conserv. grps, we get a spike in death threats to refer to Capitol Police.

Multiple ppl have been arrested trying to harm me, Ilhan, &amp; others.

@GOP, what’s it going to take to stop? https://t.co/vpous77RbT",AOC,52,2019-04,28115,83513
Democrats,"Take your rightful seat in history, Dr. Bouman! 🔭

Congratulations and thank you for your enormous contribution to the advancements of science and mankind.

Here’s to #WomenInSTEM!
👩🏻‍🔬👩🏾‍💻👩🏼‍🏭👩🏿‍🏫 https://t.co/3cs9QYrz9C",AOC,29,2019-04,23318,101146
Democrats,"Kris Kobach is who I brought up in my questioning of Wilbur Ross. He explicitly sought to include a Census Q to harm immigrants.

Kobach hired &amp;was funded by open white nationalists on his campaign. His ties are so known that Sec Ross’ own lawyers warned Ross to distance himself. https://t.co/xVG0Sj9GuH",AOC,51,2019-04,3829,11478
Democrats,"The GOP, corp lobbyists, &amp; Fox expose their dishonesty every time they claim the #GND “bans cows,” steals people’s farms, takes your grandma’s lunch money &amp;costs $100 zillion.

Maybe if they actually did their job &amp; read HRes109, they could avoid embarrassing themselves so often. https://t.co/fFwzC03Xt2",AOC,46,2019-04,4353,18790
Democrats,"The far-right loves to drum up fear &amp; resistance to immigrants.

But have you ever noticed they never talk about what‘s causing people to flee their homes in the first place?

Perhaps that’s bc they’d be forced to confront 1 major factor fueling global migration:

Climate change. https://t.co/zyJzTjEgHt",AOC,48,2019-04,11137,41977
Democrats,"In stealing 1000s of children,  deporting their parents,&amp; refusing to provide info for reunification, Sec. Nielsen oversaw one of the largest-scale human rights violations in recent history.

Awarding her a lucrative deal or prestigious post is to legitimize+celebrate that abuse. https://t.co/f2cgDXI48B",AOC,41,2019-04,8156,30939
Democrats,"“While I am incredibly flattered that [many GOP members] are so enamored w/ a resolution presented by a freshman Congresswoman sworn in 3 months ago... it doesn't seem they've actually read the contents.

I would encourage that we don't need Cliff Notes for a 14 page resolution.” https://t.co/V5KlVyMBRt",AOC,48,2019-04,6078,28570
Democrats,"Sec. John Kerry: “Congresswoman Ocasio-Cortez  has in fact offered more leadership in one day or in one week than President Trump has in his lifetime on [climate].""

Honored and humbled.

Thank you, @JohnKerry. https://t.co/Z2jPDMbuR1",AOC,34,2019-04,15245,88434
Democrats,"Justifying psychopathy because low empathy, narcissism, dishonesty + lack of deep emotional attachments are traits that have made a tiny handful of people billionaires (yet land many more people in prison while not getting adequate mental healthcare) is very 2019. https://t.co/IDKm4qWkqn",AOC,41,2019-04,20694,92028
Democrats,"Garden planting success!

This is my first time trying a garden like this, so let’s see how it goes. Shoshin approach.

Big ups to Ginkgo Gardens for giving me lots of guidance this morning 🌻 

Here is their helpful blog for beginners: https://t.co/ZnXffjrbE1 https://t.co/9RdojKn5qI",AOC,44,2019-04,2037,29567
Democrats,"@JYuter I see we’re going pun-for-pun, Rabbi 😂",AOC,8,2019-04,24,1357
Democrats,"Only things we *can’t* plant are sunflowers🌻, corn🌽 , mint🌱, &amp; strawberries🍓.

Aside from that, the world is our community garden 🌞",AOC,22,2019-04,1445,27633
Democrats,"Happy Sunday! Excited to say I’m tending to a community garden plot for the next few months :)

It’s a 4x4 plot we get to tend to now through Sept.

Any green-thumbs out with sage🌱 words of advice?

What should I plant? (Ideally at least 1 edible thing but we can do flowers too)",AOC,54,2019-04,3736,51611
Democrats,"Understand when Jeanine Pirro goes on Fox + rallies people to think hijabs are threatening, it leads to this.

Folks who imply we’re “bad” for politics, the party, the country, etc. have no idea the threats we deal w/ because of that kind of language.

Talk policy, not personal. https://t.co/udFg3LMdgB",AOC,50,2019-04,18687,74546
Democrats,"The good news is that we can improve this easily w/ honest reflection.

For ex, are certain hairstyles discouraged in your workplace?Why?

Can you think of someone who didn’t advance bc of how they spoke? Why?

Examine what’s deemed “unprofessional” around you &amp; adapt it to 2019.",AOC,47,2019-04,2298,22042
Democrats,"We see the perceived “costs” to not code-switching all the time.

Can’t tell you how many young people in our community don’t have the confidence they should bc they didn’t grow up learning secondary speech.

Their talents get stifled by “respectability,” despite enormous gifts.",AOC,44,2019-04,1934,20314
Democrats,"We see the perceived “costs” to not code-switching all the time.

Can’t tell you how many young people in our community don’t have the confidence they should bc they didn’t grow up learning secondary speech.

Their talents get stifled by “respectability,” despite enormous gifts.",AOC,44,2019-04,1934,20314
Democrats,"Code-switching is referenced a lot in pop culture. It was a big element in a major film last year: “Sorry To Bother You.”

If you’re confused about how code-switching is a cultural reality for people of color &amp; communities, read about it.

Some accounts: https://t.co/3YfBR074qs",AOC,45,2019-04,1840,13278
Democrats,"Next time you‘re told straight hair is “unprofessional” &amp; that speaking like your parents do is “uneducated,” then you can complain about code-switching.

Code switching is a tool communities learn when they’re told their voice, appearance, &amp; mannerisms are “unprofessional.” https://t.co/tKPTneEncO",AOC,41,2019-04,9267,57399
Democrats,"As much as the right wants to distort &amp; deflect, I am from the Bronx. I act &amp; talk like it, *especially* when I’m fired up and especially when I’m home.

It is so hurtful to see how every aspect of my life is weaponized against me, yet somehow asserted as false at the same time.",AOC,56,2019-04,8340,85652
Democrats,"Folks talking about my voice can step right off. Women’s March &amp; Kavanaugh speech, same.

Any kid who grew up in a distinct linguistic culture &amp; had to learn to navigate class enviros at school/work knows what’s up.

My Spanish is the same way.

These conspiracy mills are 🚮. https://t.co/8li33Jd6DL",AOC,50,2019-04,11300,92922
Democrats,"Public policy that doesn’t address surging inequality + historic injustice is unsustainable.

That’s why the #GreenNewDeal views social+economic proposals (such as healthcare, just transitions for frontline communities &amp; dignified jobs) as part of tackling enviro+climate change. https://t.co/qkA0PAXDZS",AOC,37,2019-04,3213,14022
Democrats,"Today, April 4th, marks the day of MLK’s assassination.

His last speech, “I’ve Been to the Mountaintop,” delivered the evening before his passing, is critical to take in.

King may have been taken, but he left instructions.

Thank you @BerniceKing for your tireless work. https://t.co/dWv6N89u8b",AOC,45,2019-04,14047,60698
Democrats,"Democracy and civil rights is how we got a country where “feminists do science.”

(Also, note how he’s drumming up fear around women’s rights to create suspicion around climate change policy. Tells you a lot.) https://t.co/yquFeP7vYp",AOC,36,2019-04,8546,40843
Democrats,"Does “live from the border” mean Party City?

Fox is really out here doing the most on a budget to make the border look more dangerous than it is 😂

h/t @jacobsoboroff https://t.co/uvzIPE5jPG",AOC,33,2019-04,13382,71644
Democrats,"Mark your calendars and plan a movie night for May 1st.

We’re coming.🍿

#KnockDownTheHouse ⬇️ https://t.co/3I7ftGp8Ne",AOC,16,2019-04,3746,24291
Democrats,"When your ‘gritty, guy-in-a-diner’ news profile doesn’t go quite as expected 😂 

This week’s #GreenNewDeal MVP goes to... ⬇️ 🏆 https://t.co/gL5vBltpfX",AOC,21,2019-04,16619,92511
Democrats,"How on earth could young people, whose:
-wages are flat
-costs of living skyrocketing
-experiencing increased social instability via bigotry, addiction, + violence
-expected to live shorter lifespans than previous gens

dare question the larger economic forces in their lives?! https://t.co/CigJD9HxVI",AOC,41,2019-04,7740,33261
Democrats,"On Capitol Hill we wear pink 😉

TY @jvn, @bobbyberk, @tanfrance &amp; @antoni for visiting + helping us push for the #EqualityAct, &amp; be there to watch Congress pass the Violence Against Women Act &amp; War Powers Resolution to end U.S. involvement in Yemen.

Justice happens together 💜 https://t.co/5Whg5LgwMZ",AOC,49,2019-04,2482,28438
Democrats,Thank you all for visiting me! You made my work day 🤗🌈💕 #QueerEye https://t.co/dWNEMJUXh3,AOC,14,2019-04,5846,97944
Democrats,"Meanwhile, in the real world: 
https://t.co/01Snx2iQoR",AOC,6,2019-04,7210,41791
Democrats,"”When you ask that question, you begin to question the capitalistic economy. And I’m simply saying that more and more, we’ve got to begin to ask questions about the whole society.” 

- Martin Luther King Jr.",AOC,36,2019-04,3878,29472
Democrats,"“And day we must ask the question, ‘Why are there 40 million poor people in America? And when you begin to ask that question, you are raising questions about the economic system, about a broader distribution of wealth.’”

- Martin Luther King, Jr. https://t.co/vuolKYj1y6",AOC,44,2019-04,6939,40027
Democrats,"Before me, there was she:

The first youngest, Shoe-leather destroyer, subway-canvasser, no-one-saw-her-coming-either Queen of Kings (County), The Honorable Rep. Elizabeth Holtzman 👑

(Almost every woman to break the record since has also been an NYer)

https://t.co/utFFg77zli",AOC,36,2019-04,1101,10082
Democrats,"Our Lady of Food Justice &amp; SNAP, trailblazer extraordinaire, 1st ever African American to seek major party nomination for President, OG Queen of Brooklyn: The Honorable Rep. Shirley Chisholm 👑⬇️ 

https://t.co/NvYF3IRrTh",AOC,31,2019-04,1109,9067
Democrats,"People’s History of Badly Behaved Women: NYC Congressional Queens Edition 👑

Queen of the West Side: The Honorable Rep. Bella Abzug ⬇️ https://t.co/wJZJIkcquy",AOC,23,2019-04,1687,13061
Democrats,"Congress: “We’re going to need a copy of the President’s tax returns from 2013-2018.”

45: “No, I’m ‘under audit.’ ”

Congress: “We didn’t ask you.”

🧾💅🏽 https://t.co/2Q4kqpQ0Lf",AOC,27,2019-04,32882,167428
Democrats,"Not in an overly hipster way, but @RoKhanna supports upstart candidates before they’re known 😎 https://t.co/snltyino5j",AOC,16,2019-04,1810,19021
Democrats,"“New York women have a long record of turning their challenging positioning into a superpower.

Our streets are stamped with the heel prints of women who were never expected to succeed but did anyway.” https://t.co/82QGo5ip35",AOC,35,2019-04,1769,10809
Democrats,"If you’re a guy in a $ suit that feels some type of way when you see me on TV, maybe you’re limiting yourself to thinking working people’s gain must come at your loss.

After all, mega corps have gained at the cost of working people for so long, many can’t think of any other way. https://t.co/2JBvAyhhA5",AOC,57,2019-04,8342,55909
Democrats,".@chrislhayes was just as excited to host a #GreenNewDeal policy town hall in the BX as he was to get home in time to take his child to gymnastics class.

If that’s the scary future feminists want, get SPOOKED bc the future is here and full of great relationships with your dad 👻 https://t.co/qwBC0ysoNB",AOC,54,2019-04,5302,38645
Democrats,"People often think strength is holding back tears, or that bravery is checking your life at the door for another day.

To me, bravery is the courage to be vulnerable in front of the world. &amp;Strength can be finding the power in your tears.

@RepJayapal, you were all power today.💜 https://t.co/WiZ0FBPCWF",AOC,51,2019-04,8390,48277
Democrats,You mad bro? 😂 https://t.co/hK8tDxX3Je,AOC,5,2019-04,32406,268149
Democrats,"The rent is too high!

This #TenantTuesday, we’re shedding light on the loopholes + tactics used to intimidate renters, price out communities, drive up rent, &amp; how housing, real estate, wealth inequality+racial justice are all tied up.

The Fair Housing Act would like a word. ☺️ https://t.co/Rn6Ghf3A9N",AOC,47,2019-04,4324,18048
Democrats,"Related: Chelsea Manning has been trapped in solitary confinement for refusing to answer questions before a Grand Jury.

Solitary confinement is torture.

Chelsea is being tortured for whistleblowing, she should be released on bail, and we should ban extended solitary in the US. https://t.co/95ef4xYt3k",AOC,44,2019-04,21646,84739
Democrats,@bobbyberk I gotchu,AOC,3,2019-04,23,2351
